cod_grande_reg,nome_grande_reg,cod_unidade_fed,nome_unidade_fed,cod_municipio,nome_municipio,pib,pib_per_capita,ano,mes,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,letalidade_violenta,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
3,Sudeste     ,33,Rio de Janeiro     ,3304144,Queimados                               ,4900734.313       ,34120.07          ,2015,01,Baixada Fluminense,11             ,0              ,1              ,12             ,0              ,12             ,6              ,120            ,5              ,3              ,23             ,35             ,3              ,9              ,47             ,11             ,3              ,6              ,0              ,0              ,0              ,0              ,1              ,0              ,3              ,71             ,11             ,10             ,5              ,3              ,0              ,49             ,78             ,0              ,0              ,0              ,16             ,9              ,2              ,5              ,2              ,11             ,0              ,0              ,0              ,0              ,124            ,14             ,1              ,0              ,0              ,0              ,547            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304151,Quissamã                                ,2412851.768       ,106293.03         ,2015,01,Interior          ,0              ,0              ,1              ,1              ,0              ,1              ,3              ,14             ,3              ,2              ,4              ,2              ,0              ,0              ,2              ,3              ,0              ,3              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,9              ,3              ,2              ,0              ,1              ,0              ,14             ,20             ,0              ,0              ,0              ,1              ,2              ,0              ,2              ,0              ,2              ,0              ,0              ,0              ,0              ,13             ,0              ,0              ,0              ,0              ,0              ,92             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304201,Resende                                 ,6383741.898       ,50982.65          ,2015,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,2              ,67             ,2              ,0              ,14             ,2              ,0              ,0              ,2              ,1              ,0              ,3              ,2              ,0              ,0              ,0              ,0              ,0              ,4              ,11             ,3              ,8              ,2              ,10             ,0              ,75             ,99             ,0              ,1              ,0              ,16             ,18             ,4              ,13             ,1              ,2              ,0              ,0              ,0              ,0              ,79             ,2              ,0              ,0              ,0              ,0              ,428            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304300,Rio Bonito                              ,1483971.762       ,25756.69          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,31             ,3              ,4              ,30             ,6              ,1              ,1              ,8              ,4              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,15             ,4              ,3              ,0              ,1              ,0              ,16             ,24             ,0              ,0              ,0              ,6              ,12             ,7              ,5              ,0              ,0              ,0              ,0              ,0              ,0              ,48             ,0              ,0              ,0              ,0              ,0              ,179            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304409,Rio Claro                               ,325951.474        ,18285.17          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,8              ,0              ,1              ,15             ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,6              ,6              ,0              ,0              ,0              ,1              ,2              ,0              ,1              ,1              ,0              ,0              ,0              ,0              ,0              ,19             ,1              ,1              ,0              ,0              ,0              ,62             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304508,Rio das Flores                          ,182358.603        ,20508.17          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,9              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,4              ,0              ,0              ,0              ,0              ,0              ,21             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304524,Rio das Ostras                          ,8716420.961       ,66045.50          ,2015,01,Interior          ,5              ,0              ,0              ,5              ,0              ,5              ,4              ,95             ,7              ,3              ,39             ,53             ,4              ,1              ,58             ,6              ,0              ,7              ,2              ,0              ,0              ,0              ,0              ,0              ,8              ,78             ,28             ,42             ,4              ,15             ,0              ,126            ,218            ,0              ,0              ,0              ,27             ,11             ,1              ,9              ,1              ,13             ,0              ,0              ,0              ,0              ,80             ,4              ,0              ,0              ,0              ,0              ,643            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304557,Rio de Janeiro                          ,320186614.790     ,49437.22          ,2015,01,Capital           ,114            ,0              ,1              ,115            ,30             ,145            ,261            ,3076           ,137            ,50             ,1631           ,3633           ,541            ,496            ,4670           ,1402           ,438            ,330            ,37             ,2              ,2              ,2              ,62             ,0              ,1122           ,7740           ,636            ,2354           ,637            ,980            ,0              ,4418           ,9352           ,0              ,85             ,8              ,1955           ,893            ,391            ,384            ,130            ,1113           ,0              ,0              ,0              ,0              ,2622           ,266            ,19             ,2              ,2              ,0              ,35328          ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304607,Santa Maria Madalena                    ,156609.537        ,15316.34          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,4              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,0              ,2              ,3              ,0              ,0              ,0              ,1              ,2              ,2              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,4              ,0              ,0              ,0              ,0              ,0              ,28             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304706,Santo Antônio de Pádua                  ,1031526.293       ,25050.42          ,2015,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,5              ,19             ,1              ,1              ,10             ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,1              ,1              ,0              ,0              ,2              ,0              ,18             ,21             ,0              ,0              ,0              ,5              ,15             ,12             ,1              ,2              ,3              ,0              ,0              ,0              ,0              ,19             ,0              ,1              ,0              ,0              ,0              ,167            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304755,São Francisco de Itabapoana             ,910097.841        ,22041.07          ,2015,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,0              ,19             ,3              ,0              ,14             ,3              ,0              ,0              ,3              ,5              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,15             ,6              ,3              ,0              ,0              ,0              ,21             ,26             ,0              ,0              ,0              ,1              ,4              ,3              ,1              ,0              ,4              ,0              ,0              ,0              ,0              ,16             ,0              ,1              ,0              ,0              ,0              ,129            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304805,São Fidélis                             ,716978.691        ,19016.49          ,2015,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,0              ,15             ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,2              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              ,1              ,0              ,0              ,3              ,0              ,14             ,18             ,0              ,0              ,0              ,3              ,6              ,2              ,3              ,1              ,0              ,0              ,0              ,0              ,0              ,8              ,2              ,0              ,0              ,0              ,0              ,75             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3304904,São Gonçalo                             ,16639685.098      ,16029.27          ,2015,01,Grande Niter�i    ,22             ,0              ,1              ,23             ,7              ,30             ,35             ,404            ,29             ,8              ,191            ,769            ,80             ,37             ,886            ,323            ,50             ,67             ,4              ,0              ,0              ,0              ,4              ,0              ,69             ,1404           ,75             ,160            ,19             ,52             ,0              ,313            ,618            ,0              ,4              ,0              ,111            ,122            ,8              ,107            ,7              ,254            ,0              ,0              ,0              ,0              ,444            ,28             ,4              ,0              ,0              ,0              ,4102           ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305000,São João da Barra                       ,7310408.035       ,211387.33         ,2015,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,1              ,25             ,3              ,0              ,7              ,4              ,0              ,1              ,5              ,0              ,0              ,1              ,2              ,0              ,0              ,0              ,0              ,0              ,0              ,14             ,3              ,1              ,0              ,0              ,0              ,31             ,29             ,0              ,0              ,0              ,2              ,12             ,4              ,8              ,1              ,3              ,0              ,0              ,0              ,0              ,21             ,0              ,0              ,0              ,0              ,0              ,147            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305109,São João de Meriti                      ,9085882.105       ,19725.12          ,2015,01,Baixada Fluminense,20             ,0              ,0              ,20             ,3              ,23             ,13             ,272            ,15             ,1              ,71             ,222            ,35             ,10             ,267            ,132            ,37             ,21             ,1              ,0              ,0              ,0              ,6              ,0              ,63             ,526            ,31             ,96             ,13             ,29             ,0              ,165            ,335            ,0              ,5              ,0              ,54             ,46             ,5              ,40             ,1              ,80             ,0              ,0              ,0              ,0              ,242            ,34             ,0              ,0              ,0              ,0              ,1886           ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305133,São José de Ubá                         ,178967.940        ,24835.96          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305158,São José do Vale do Rio Preto           ,397747.512        ,19016.42          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,7              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,0              ,6              ,7              ,0              ,0              ,0              ,0              ,1              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,7              ,0              ,0              ,0              ,0              ,0              ,26             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305208,São Pedro da Aldeia                     ,1958301.865       ,20205.34          ,2015,01,Interior          ,3              ,0              ,0              ,3              ,0              ,3              ,1              ,47             ,3              ,1              ,35             ,11             ,0              ,0              ,11             ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,13             ,6              ,3              ,1              ,4              ,0              ,44             ,58             ,0              ,2              ,0              ,7              ,16             ,3              ,13             ,1              ,10             ,0              ,0              ,0              ,0              ,27             ,2              ,0              ,0              ,0              ,0              ,297            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305307,São Sebastião do Alto                   ,161637.831        ,17852.64          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,2              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,4              ,2              ,2              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,15             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305406,Sapucaia                                ,726387.234        ,41257.94          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,7              ,0              ,1              ,3              ,0              ,0              ,0              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,2              ,0              ,0              ,0              ,0              ,5              ,7              ,0              ,0              ,0              ,3              ,3              ,2              ,1              ,0              ,1              ,0              ,0              ,0              ,0              ,14             ,0              ,0              ,0              ,0              ,0              ,51             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305505,Saquarema                               ,2065630.382       ,25080.81          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,58             ,2              ,7              ,34             ,12             ,0              ,0              ,12             ,4              ,1              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,1              ,20             ,24             ,4              ,0              ,6              ,0              ,65             ,98             ,0              ,0              ,0              ,13             ,12             ,10             ,1              ,1              ,12             ,0              ,0              ,0              ,0              ,55             ,3              ,0              ,0              ,0              ,0              ,368            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305554,Seropédica                              ,2294078.526       ,27675.51          ,2015,01,Baixada Fluminense,4              ,0              ,0              ,4              ,1              ,5              ,1              ,40             ,3              ,0              ,10             ,11             ,1              ,0              ,12             ,17             ,4              ,4              ,1              ,0              ,0              ,0              ,1              ,0              ,5              ,44             ,2              ,5              ,1              ,0              ,0              ,29             ,37             ,0              ,0              ,0              ,9              ,8              ,3              ,5              ,1              ,13             ,0              ,0              ,0              ,0              ,45             ,3              ,0              ,0              ,0              ,0              ,255            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305604,Silva Jardim                            ,378595.394        ,17768.59          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,13             ,1              ,1              ,10             ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,2              ,0              ,1              ,0              ,1              ,0              ,10             ,12             ,0              ,0              ,0              ,1              ,2              ,0              ,1              ,1              ,0              ,0              ,0              ,0              ,0              ,11             ,0              ,0              ,0              ,0              ,0              ,69             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305703,Sumidouro                               ,349439.237        ,23100.37          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,5              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,5              ,0              ,0              ,0              ,0              ,0              ,22             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305752,Tanguá                                  ,556261.757        ,17154.81          ,2015,01,Interior          ,1              ,1              ,0              ,2              ,0              ,2              ,1              ,14             ,1              ,1              ,12             ,3              ,1              ,0              ,4              ,6              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,2              ,13             ,2              ,0              ,0              ,0              ,0              ,4              ,6              ,0              ,0              ,0              ,1              ,3              ,1              ,2              ,0              ,5              ,0              ,0              ,0              ,0              ,8              ,0              ,0              ,0              ,0              ,0              ,72             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305802,Teresópolis                             ,5008883.560       ,28943.05          ,2015,01,Interior          ,4              ,0              ,0              ,4              ,0              ,4              ,5              ,56             ,6              ,3              ,30             ,1              ,0              ,1              ,2              ,0              ,1              ,1              ,1              ,0              ,0              ,0              ,0              ,0              ,1              ,6              ,8              ,22             ,0              ,6              ,0              ,73             ,109            ,0              ,0              ,0              ,14             ,29             ,22             ,13             ,0              ,2              ,0              ,0              ,0              ,0              ,69             ,7              ,1              ,0              ,0              ,0              ,466            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3305901,Trajano de Moraes                       ,175821.649        ,16987.60          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,1              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              ,1              ,0              ,0              ,0              ,0              ,16             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3306008,Três Rios                               ,3582746.802       ,45200.18          ,2015,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,7              ,52             ,7              ,2              ,15             ,0              ,0              ,0              ,0              ,1              ,2              ,4              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,7              ,5              ,3              ,1              ,4              ,0              ,61             ,74             ,0              ,0              ,0              ,7              ,47             ,35             ,12             ,0              ,1              ,0              ,0              ,0              ,0              ,68             ,2              ,0              ,0              ,0              ,0              ,368            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3306107,Valença                                 ,1902221.857       ,25801.59          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,36             ,5              ,0              ,4              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,2              ,0              ,0              ,0              ,19             ,22             ,0              ,2              ,0              ,5              ,9              ,4              ,5              ,0              ,1              ,0              ,0              ,0              ,0              ,30             ,1              ,0              ,0              ,0              ,0              ,155            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3306156,Varre-Sai                               ,146665.598        ,14099.75          ,2015,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3306206,Vassouras                               ,911754.278        ,25732.51          ,2015,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,0              ,14             ,1              ,0              ,4              ,0              ,0              ,1              ,1              ,0              ,0              ,2              ,2              ,0              ,0              ,0              ,0              ,0              ,0              ,5              ,1              ,0              ,0              ,0              ,0              ,9              ,10             ,0              ,0              ,0              ,3              ,10             ,5              ,5              ,0              ,0              ,0              ,0              ,0              ,0              ,18             ,1              ,0              ,0              ,0              ,0              ,89             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3306305,Volta Redonda                           ,10612959.694      ,40358.06          ,2015,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,6              ,77             ,3              ,2              ,22             ,1              ,0              ,0              ,1              ,1              ,2              ,4              ,1              ,0              ,0              ,0              ,2              ,0              ,5              ,14             ,25             ,33             ,3              ,11             ,0              ,107            ,181            ,0              ,4              ,0              ,43             ,50             ,21             ,26             ,5              ,9              ,0              ,0              ,0              ,0              ,87             ,6              ,0              ,0              ,0              ,0              ,665            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300100,Angra dos Reis                          ,9294025.008       ,48531.75          ,2016,01,Interior          ,8              ,0              ,0              ,8              ,0              ,8              ,13             ,67             ,6              ,1              ,22             ,17             ,5              ,2              ,24             ,6              ,1              ,9              ,1              ,0              ,0              ,0              ,0              ,0              ,8              ,48             ,14             ,5              ,1              ,7              ,2              ,57             ,87             ,0              ,1              ,0              ,26             ,40             ,11             ,25             ,4              ,3              ,42             ,11             ,6              ,1              ,66             ,6              ,0              ,0              ,0              ,0              ,472            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300159,Aperibé                                 ,167714.032        ,15028.14          ,2016,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300209,Araruama                                ,2476383.710       ,19820.58          ,2016,01,Interior          ,2              ,0              ,2              ,4              ,0              ,4              ,8              ,45             ,3              ,0              ,19             ,19             ,2              ,0              ,21             ,8              ,1              ,2              ,3              ,0              ,0              ,0              ,0              ,0              ,12             ,44             ,15             ,9              ,1              ,8              ,0              ,71             ,107            ,0              ,0              ,0              ,15             ,26             ,6              ,15             ,5              ,9              ,25             ,5              ,10             ,1              ,70             ,9              ,0              ,0              ,0              ,0              ,460            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300225,Areal                                   ,315905.364        ,26198.82          ,2016,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300233,Armação dos Búzios                      ,1472824.312       ,46499.47          ,2016,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,24             ,0              ,1              ,11             ,9              ,2              ,0              ,11             ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,22             ,14             ,15             ,5              ,1              ,8              ,0              ,57             ,106            ,0              ,1              ,0              ,10             ,13             ,6              ,6              ,1              ,2              ,5              ,5              ,6              ,4              ,21             ,5              ,0              ,0              ,0              ,0              ,325            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300258,Arraial do Cabo                         ,664032.006        ,22837.02          ,2016,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,2              ,32             ,1              ,0              ,5              ,3              ,1              ,0              ,4              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,10             ,6              ,5              ,5              ,0              ,8              ,0              ,33             ,60             ,0              ,0              ,0              ,3              ,12             ,8              ,3              ,1              ,2              ,5              ,0              ,2              ,0              ,24             ,0              ,1              ,0              ,0              ,0              ,166            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300308,Barra do Piraí                          ,1984591.723       ,20427.70          ,2016,01,Interior          ,2              ,0              ,0              ,2              ,0              ,2              ,1              ,49             ,2              ,2              ,15             ,1              ,0              ,0              ,1              ,0              ,2              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,1              ,4              ,3              ,0              ,0              ,2              ,1              ,23             ,29             ,0              ,0              ,0              ,7              ,23             ,8              ,13             ,5              ,2              ,30             ,4              ,12             ,0              ,36             ,1              ,1              ,0              ,0              ,0              ,223            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300407,Barra Mansa                             ,4792723.201       ,26607.61          ,2016,01,Interior          ,3              ,0              ,0              ,3              ,0              ,3              ,1              ,66             ,3              ,0              ,12             ,2              ,0              ,1              ,3              ,3              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,5              ,13             ,8              ,7              ,0              ,16             ,1              ,78             ,109            ,0              ,1              ,0              ,14             ,30             ,9              ,16             ,5              ,5              ,35             ,2              ,16             ,0              ,69             ,2              ,0              ,0              ,0              ,0              ,411            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300456,Belford Roxo                            ,7941396.808       ,16071.11          ,2016,01,Baixada Fluminense,14             ,0              ,0              ,14             ,3              ,17             ,8              ,145            ,8              ,0              ,33             ,159            ,21             ,11             ,191            ,77             ,15             ,2              ,1              ,0              ,0              ,0              ,1              ,0              ,33             ,320            ,18             ,26             ,4              ,16             ,2              ,68             ,134            ,0              ,4              ,0              ,24             ,50             ,1              ,47             ,3              ,52             ,73             ,26             ,20             ,0              ,75             ,14             ,0              ,0              ,0              ,0              ,1012           ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300506,Bom Jardim                              ,678484.974        ,25676.85          ,2016,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,0              ,13             ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,2              ,2              ,1              ,0              ,0              ,0              ,0              ,4              ,5              ,0              ,0              ,0              ,4              ,5              ,4              ,1              ,0              ,0              ,5              ,0              ,1              ,0              ,9              ,0              ,0              ,0              ,0              ,0              ,55             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300605,Bom Jesus do Itabapoana                 ,710392.753        ,19716.15          ,2016,01,Interior          ,0              ,0              ,0              ,0              ,0              ,0              ,0              ,22             ,1              ,0              ,2              ,2              ,0              ,0              ,2              ,0              ,0              ,0              ,1              ,0              ,0              ,0              ,0              ,0              ,0              ,3              ,0              ,1              ,0              ,1              ,2              ,16             ,20             ,0              ,1              ,0              ,0              ,8              ,2              ,4              ,2              ,1              ,6              ,1              ,8              ,1              ,10             ,0              ,0              ,0              ,0              ,0              ,91             ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300704,Cabo Frio                               ,7207339.910       ,33950.60          ,2016,01,Interior          ,12             ,0              ,0              ,12             ,0              ,12             ,17             ,97             ,3              ,6              ,39             ,45             ,4              ,5              ,54             ,10             ,0              ,6              ,1              ,0              ,0              ,0              ,0              ,0              ,25             ,83             ,20             ,26             ,3              ,14             ,0              ,129            ,205            ,0              ,1              ,0              ,36             ,70             ,18             ,48             ,7              ,20             ,69             ,40             ,27             ,2              ,99             ,9              ,3              ,0              ,0              ,0              ,834            ,3              
3,Sudeste     ,33,Rio de Janeiro     ,3300803,Cachoeiras de Macacu                    ,1042234.627       ,18413.06          ,2016,01,Interior          ,1              ,0              ,0              ,1              ,0              ,1              ,1              ,29             ,0              ,2              ,17             ,0              ,0              ,0              ,0              ,4              ,0              ,2              ,0              ,0              ,0              ,0              ,0              ,1              ,0              ,7              ,0              ,1              ,2              ,2              ,1              ,31             ,37             ,0              ,0              ,0              ,1              ,11             ,6              ,5              ,0              ,0              ,11             ,2              ,4              ,0              ,21             ,1              ,0              ,0              ,0              ,0              ,173            ,3              
